user_id,variant,converted,pre_spend,sessions,clicks
USR_07257,B (Treatment),0,21.79,4,3
USR_07258,B (Treatment),0,23.48,5,4
USR_07259,B (Treatment),0,28.31,1,0
USR_07260,B (Treatment),0,208.63,4,2
USR_07261,B (Treatment),0,28.27,3,2
USR_07262,B (Treatment),0,60.11,7,1
USR_07263,B (Treatment),0,37.7,5,4
USR_07264,B (Treatment),0,132.21,6,3
USR_07265,B (Treatment),1,50.96,3,1
USR_07266,B (Treatment),1,17.98,5,2
USR_07267,B (Treatment),0,31.82,6,5
USR_07268,B (Treatment),0,162.23,4,0
USR_07269,B (Treatment),0,73.75,2,0
USR_07270,B (Treatment),0,42.93,5,1
USR_07271,B (Treatment),0,22.53,3,0
USR_07272,B (Treatment),0,24.42,2,0
USR_07273,B (Treatment),0,20.0,4,3
USR_07274,B (Treatment),0,12.7,5,2
USR_07275,B (Treatment),0,70.83,7,4
USR_07276,B (Treatment),0,63.08,3,0
USR_07277,B (Treatment),0,48.44,3,1
USR_07278,B (Treatment),0,102.13,2,2
USR_07279,B (Treatment),0,69.26,5,1
USR_07280,B (Treatment),0,14.91,4,4
USR_07281,B (Treatment),0,44.18,6,3
USR_07282,B (Treatment),0,76.24,9,4
USR_07283,B (Treatment),0,44.46,2,0
USR_07284,B (Treatment),1,47.28,4,2
USR_07285,B (Treatment),0,12.42,3,3
USR_07286,B (Treatment),0,28.93,4,1
USR_07287,B (Treatment),1,60.41,8,0
USR_07288,B (Treatment),0,39.88,3,2
USR_07289,B (Treatment),0,13.98,5,3
USR_07290,B (Treatment),0,75.52,4,2
USR_07291,B (Treatment),0,38.69,5,2
USR_07292,B (Treatment),0,46.81,2,1
USR_07293,B (Treatment),0,15.05,1,0
USR_07294,B (Treatment),0,11.18,3,0
USR_07295,B (Treatment),0,48.51,4,3
USR_07296,B (Treatment),0,94.48,6,3
USR_07297,B (Treatment),0,74.09,3,2
USR_07298,B (Treatment),0,67.6,4,5
USR_07299,B (Treatment),0,51.31,6,1
USR_07300,B (Treatment),0,17.26,7,5
USR_07301,B (Treatment),0,6.96,3,4
USR_07302,B (Treatment),1,175.67,4,3
USR_07303,B (Treatment),1,38.55,3,1
USR_07304,B (Treatment),0,29.53,2,2
USR_07305,B (Treatment),0,46.25,3,2
USR_07306,B (Treatment),0,21.72,3,1
USR_07307,B (Treatment),0,32.05,6,3
USR_07308,B (Treatment),1,124.1,3,2
USR_07309,B (Treatment),0,55.45,1,0
USR_07310,B (Treatment),0,63.99,5,5
USR_07311,B (Treatment),0,40.94,4,5
USR_07312,B (Treatment),0,87.09,2,0
USR_07313,B (Treatment),0,85.66,4,3
USR_07314,B (Treatment),0,37.85,6,2
USR_07315,B (Treatment),0,44.34,3,0
USR_07316,B (Treatment),0,96.03,3,4
USR_07317,B (Treatment),0,46.11,2,0
USR_07318,B (Treatment),1,34.85,5,0
USR_07319,B (Treatment),0,36.61,4,3
USR_07320,B (Treatment),0,31.89,5,0
USR_07321,B (Treatment),0,45.73,5,3
USR_07322,B (Treatment),0,32.62,4,4
USR_07323,B (Treatment),0,45.65,6,2
USR_07324,B (Treatment),0,26.62,8,1
USR_07325,B (Treatment),0,56.17,8,2
USR_07326,B (Treatment),0,61.53,4,4
USR_07327,B (Treatment),1,68.4,3,1
USR_07328,B (Treatment),0,62.25,7,3
USR_07329,B (Treatment),0,83.02,9,2
USR_07330,B (Treatment),0,48.12,2,2
USR_07331,B (Treatment),0,45.39,7,3
USR_07332,B (Treatment),0,29.21,1,0
USR_07333,B (Treatment),0,72.48,2,1
USR_07334,B (Treatment),0,30.57,3,2
USR_07335,B (Treatment),0,10.81,5,1
USR_07336,B (Treatment),0,28.22,5,5
USR_07337,B (Treatment),0,75.94,6,1
USR_07338,B (Treatment),0,66.69,2,0
USR_07339,B (Treatment),0,52.44,5,0
USR_07340,B (Treatment),0,154.69,1,0
USR_07341,B (Treatment),1,56.35,5,2
USR_07342,B (Treatment),0,24.91,6,1
USR_07343,B (Treatment),0,23.29,4,1
USR_07344,B (Treatment),0,62.19,3,4
USR_07345,B (Treatment),0,104.95,3,3
USR_07346,B (Treatment),0,44.98,8,3
USR_07347,B (Treatment),0,57.44,5,2
USR_07348,B (Treatment),0,59.38,10,4
USR_07349,B (Treatment),1,158.27,5,4
USR_07350,B (Treatment),0,80.09,7,1
USR_07351,B (Treatment),1,92.29,6,3
USR_07352,B (Treatment),0,24.17,5,1
USR_07353,B (Treatment),0,30.49,8,5
USR_07354,B (Treatment),0,28.84,8,4
USR_07355,B (Treatment),0,38.37,6,2
USR_07356,B (Treatment),0,47.33,7,1
USR_07357,B (Treatment),0,54.9,5,3
USR_07358,B (Treatment),0,42.9,6,1
USR_07359,B (Treatment),0,28.37,4,1
USR_07360,B (Treatment),0,20.55,3,1
USR_07361,B (Treatment),0,58.55,7,4
USR_07362,B (Treatment),0,69.66,2,1
USR_07363,B (Treatment),0,39.52,7,2
USR_07364,B (Treatment),1,12.38,4,2
USR_07365,B (Treatment),0,79.58,4,2
USR_07366,B (Treatment),0,38.39,2,1
USR_07367,B (Treatment),0,16.02,5,4
USR_07368,B (Treatment),0,44.61,4,1
USR_07369,B (Treatment),1,82.97,7,3
USR_07370,B (Treatment),0,33.87,7,0
USR_07371,B (Treatment),0,5.1,5,3
USR_07372,B (Treatment),0,37.04,3,2
USR_07373,B (Treatment),1,27.36,7,4
USR_07374,B (Treatment),0,50.05,3,1
USR_07375,B (Treatment),1,45.31,5,1
USR_07376,B (Treatment),0,31.87,3,1
USR_07377,B (Treatment),0,30.53,2,0
USR_07378,B (Treatment),0,97.98,3,1
USR_07379,B (Treatment),0,61.97,4,3
USR_07380,B (Treatment),0,60.73,4,1
USR_07381,B (Treatment),0,76.81,5,3
USR_07382,B (Treatment),0,38.17,4,1
USR_07383,B (Treatment),0,113.86,5,1
USR_07384,B (Treatment),0,55.26,4,2
USR_07385,B (Treatment),0,48.46,5,0
USR_07386,B (Treatment),0,54.82,5,4
USR_07387,B (Treatment),0,36.96,4,3
USR_07388,B (Treatment),1,28.29,7,9
USR_07389,B (Treatment),0,87.89,4,6
USR_07390,B (Treatment),0,19.16,1,1
USR_07391,B (Treatment),0,20.45,6,4
USR_07392,B (Treatment),0,41.83,5,2
USR_07393,B (Treatment),0,24.35,3,0
USR_07394,B (Treatment),0,12.41,3,2
USR_07395,B (Treatment),0,19.92,6,2
USR_07396,B (Treatment),0,24.86,6,3
USR_07397,B (Treatment),0,56.85,5,3
USR_07398,B (Treatment),0,39.7,3,1
USR_07399,B (Treatment),0,78.91,5,3
USR_07400,B (Treatment),0,19.08,5,1
USR_07401,B (Treatment),0,21.65,2,2
USR_07402,B (Treatment),0,51.43,2,3
USR_07403,B (Treatment),0,27.44,3,1
USR_07404,B (Treatment),1,35.68,7,1
USR_07405,B (Treatment),0,20.11,1,1
USR_07406,B (Treatment),0,19.07,5,2
USR_07407,B (Treatment),0,26.71,4,1
USR_07408,B (Treatment),0,81.76,1,0
USR_07409,B (Treatment),0,15.72,6,3
USR_07410,B (Treatment),0,87.58,8,5
USR_07411,B (Treatment),0,77.07,6,4
USR_07412,B (Treatment),0,31.81,5,7
USR_07413,B (Treatment),0,45.2,3,0
USR_07414,B (Treatment),0,54.12,4,4
USR_07415,B (Treatment),1,67.42,7,4
USR_07416,B (Treatment),0,21.63,4,3
USR_07417,B (Treatment),0,72.32,2,1
USR_07418,B (Treatment),0,47.6,4,2
USR_07419,B (Treatment),0,22.83,4,1
USR_07420,B (Treatment),0,47.94,5,5
USR_07421,B (Treatment),0,22.64,3,0
USR_07422,B (Treatment),0,44.15,3,0
USR_07423,B (Treatment),0,32.81,6,0
USR_07424,B (Treatment),0,49.6,7,4
USR_07425,B (Treatment),0,51.47,5,4
USR_07426,B (Treatment),1,94.84,4,1
USR_07427,B (Treatment),0,65.03,5,0
USR_07428,B (Treatment),0,58.07,7,2
USR_07429,B (Treatment),0,11.8,3,3
USR_07430,B (Treatment),0,80.16,4,0
USR_07431,B (Treatment),1,33.77,5,1
USR_07432,B (Treatment),0,20.12,6,0
USR_07433,B (Treatment),0,139.88,1,2
USR_07434,B (Treatment),0,27.42,7,1
USR_07435,B (Treatment),0,101.06,5,4
USR_07436,B (Treatment),1,54.56,6,3
USR_07437,B (Treatment),0,62.21,4,1
USR_07438,B (Treatment),0,44.4,4,2
USR_07439,B (Treatment),0,23.29,6,2
USR_07440,B (Treatment),0,69.76,2,0
USR_07441,B (Treatment),0,52.1,8,5
USR_07442,B (Treatment),0,51.62,5,2
USR_07443,B (Treatment),0,47.0,7,8
USR_07444,B (Treatment),0,37.64,7,3
USR_07445,B (Treatment),0,70.06,3,2
USR_07446,B (Treatment),0,61.18,4,3
USR_07447,B (Treatment),0,74.9,4,1
USR_07448,B (Treatment),0,38.78,4,3
USR_07449,B (Treatment),0,36.7,4,1
USR_07450,B (Treatment),0,30.84,4,1
USR_07451,B (Treatment),0,47.87,9,5
USR_07452,B (Treatment),0,12.28,3,2
USR_07453,B (Treatment),1,180.58,5,3
USR_07454,B (Treatment),0,28.64,6,3
USR_07455,B (Treatment),0,92.89,7,1
USR_07456,B (Treatment),0,33.26,5,2
USR_07457,B (Treatment),0,64.46,3,2
USR_07458,B (Treatment),0,119.78,1,0
USR_07459,B (Treatment),0,62.25,5,3
USR_07460,B (Treatment),0,115.67,3,1
USR_07461,B (Treatment),0,89.6,6,1
USR_07462,B (Treatment),0,22.13,3,1
USR_07463,B (Treatment),0,70.44,6,2
USR_07464,B (Treatment),0,56.26,7,5
USR_07465,B (Treatment),0,27.01,4,2
USR_07466,B (Treatment),0,84.97,4,0
USR_07467,B (Treatment),0,18.62,3,2
USR_07468,B (Treatment),1,81.65,6,2
USR_07469,B (Treatment),0,71.01,4,2
USR_07470,B (Treatment),0,48.52,6,3
USR_07471,B (Treatment),0,29.65,5,5
USR_07472,B (Treatment),0,69.83,6,2
USR_07473,B (Treatment),0,9.31,4,1
USR_07474,B (Treatment),0,25.74,2,0
USR_07475,B (Treatment),0,44.85,2,1
USR_07476,B (Treatment),0,48.55,8,2
USR_07477,B (Treatment),0,26.21,3,1
USR_07478,B (Treatment),0,26.68,2,1
USR_07479,B (Treatment),0,63.49,6,1
USR_07480,B (Treatment),0,22.62,1,2
USR_07481,B (Treatment),0,35.24,9,4
USR_07482,B (Treatment),0,18.55,5,2
USR_07483,B (Treatment),0,46.48,3,1
USR_07484,B (Treatment),0,39.21,2,0
USR_07485,B (Treatment),0,8.6,7,3
USR_07486,B (Treatment),0,15.74,1,0
USR_07487,B (Treatment),1,96.44,5,0
USR_07488,B (Treatment),0,27.8,8,6
USR_07489,B (Treatment),0,57.18,4,3
USR_07490,B (Treatment),1,21.49,3,1
USR_07491,B (Treatment),1,105.05,7,2
USR_07492,B (Treatment),0,11.6,4,2
USR_07493,B (Treatment),0,90.68,3,0
USR_07494,B (Treatment),0,48.44,1,0
USR_07495,B (Treatment),1,68.71,3,1
USR_07496,B (Treatment),0,97.31,5,0
USR_07497,B (Treatment),0,53.22,6,0
USR_07498,B (Treatment),0,121.84,3,0
USR_07499,B (Treatment),0,96.35,5,4
USR_07500,B (Treatment),0,67.36,4,1
USR_07501,B (Treatment),1,87.18,4,1
USR_07502,B (Treatment),0,45.4,2,1
USR_07503,B (Treatment),0,23.45,7,3
USR_07504,B (Treatment),0,165.4,6,1
USR_07505,B (Treatment),0,47.47,2,2
USR_07506,B (Treatment),0,54.88,5,1
USR_07507,B (Treatment),0,16.39,6,6
USR_07508,B (Treatment),0,100.96,4,1
USR_07509,B (Treatment),1,53.94,4,0
USR_07510,B (Treatment),0,63.45,7,7
USR_07511,B (Treatment),0,68.92,9,4
USR_07512,B (Treatment),0,27.25,3,3
USR_07513,B (Treatment),0,99.31,7,4
USR_07514,B (Treatment),0,57.7,1,0
USR_07515,B (Treatment),0,9.12,4,3
USR_07516,B (Treatment),0,87.39,7,1
USR_07517,B (Treatment),0,42.61,4,2
USR_07518,B (Treatment),0,29.37,7,2
USR_07519,B (Treatment),0,12.69,2,0
USR_07520,B (Treatment),0,35.26,5,3
USR_07521,B (Treatment),0,32.61,8,5
USR_07522,B (Treatment),0,93.23,4,2
USR_07523,B (Treatment),0,30.83,6,0
USR_07524,B (Treatment),0,14.96,6,0
USR_07525,B (Treatment),0,63.88,2,1
USR_07526,B (Treatment),0,96.11,4,4
USR_07527,B (Treatment),0,36.89,2,2
USR_07528,B (Treatment),0,136.34,2,0
USR_07529,B (Treatment),1,86.72,5,1
USR_07530,B (Treatment),0,101.3,3,2
USR_07531,B (Treatment),0,62.73,9,5
USR_07532,B (Treatment),0,58.38,9,5
USR_07533,B (Treatment),0,29.86,2,2
USR_07534,B (Treatment),0,118.33,4,1
USR_07535,B (Treatment),0,106.66,5,1
USR_07536,B (Treatment),0,119.88,7,6
USR_07537,B (Treatment),1,45.56,5,3
USR_07538,B (Treatment),0,37.32,3,2
USR_07539,B (Treatment),0,74.15,2,0
USR_07540,B (Treatment),0,33.73,7,4
USR_07541,B (Treatment),0,45.89,2,1
USR_07542,B (Treatment),0,10.14,3,2
USR_07543,B (Treatment),0,55.07,5,3
USR_07544,B (Treatment),0,67.23,3,2
USR_07545,B (Treatment),0,102.69,6,7
USR_07546,B (Treatment),0,75.92,8,4
USR_07547,B (Treatment),0,84.01,3,0
USR_07548,B (Treatment),0,130.95,3,0
USR_07549,B (Treatment),0,26.06,2,3
USR_07550,B (Treatment),1,22.78,9,4
USR_07551,B (Treatment),0,52.65,3,0
USR_07552,B (Treatment),0,20.74,3,0
USR_07553,B (Treatment),0,57.43,3,0
USR_07554,B (Treatment),0,21.34,5,1
USR_07555,B (Treatment),0,24.77,3,4
USR_07556,B (Treatment),0,12.82,6,2
USR_07557,B (Treatment),0,54.54,1,0
USR_07558,B (Treatment),0,17.1,6,3
USR_07559,B (Treatment),0,64.62,5,3
USR_07560,B (Treatment),0,71.4,4,5
USR_07561,B (Treatment),0,28.25,3,2
USR_07562,B (Treatment),0,77.6,6,1
USR_07563,B (Treatment),1,72.27,7,8
USR_07564,B (Treatment),1,89.58,3,2
USR_07565,B (Treatment),0,26.53,4,1
USR_07566,B (Treatment),0,25.74,4,1
USR_07567,B (Treatment),0,69.06,3,4
USR_07568,B (Treatment),0,52.18,2,0
USR_07569,B (Treatment),0,55.39,8,2
USR_07570,B (Treatment),1,104.79,4,1
USR_07571,B (Treatment),0,15.04,5,3
USR_07572,B (Treatment),0,80.9,3,1
USR_07573,B (Treatment),0,72.33,4,1
USR_07574,B (Treatment),0,67.32,4,1
USR_07575,B (Treatment),0,85.24,4,0
USR_07576,B (Treatment),0,41.24,5,2
USR_07577,B (Treatment),1,20.21,3,1
USR_07578,B (Treatment),1,30.75,6,2
USR_07579,B (Treatment),0,28.04,6,0
USR_07580,B (Treatment),0,4.26,4,2
USR_07581,B (Treatment),0,67.39,2,1
USR_07582,B (Treatment),0,37.63,3,3
USR_07583,B (Treatment),0,41.74,2,0
USR_07584,B (Treatment),0,32.08,4,4
USR_07585,B (Treatment),0,46.04,4,1
USR_07586,B (Treatment),0,114.16,7,5
USR_07587,B (Treatment),0,12.64,4,4
USR_07588,B (Treatment),0,126.84,4,4
USR_07589,B (Treatment),0,54.16,7,2
USR_07590,B (Treatment),0,33.58,5,1
USR_07591,B (Treatment),0,36.44,5,2
USR_07592,B (Treatment),0,24.45,7,3
USR_07593,B (Treatment),0,9.16,2,1
USR_07594,B (Treatment),0,21.45,5,3
USR_07595,B (Treatment),0,46.16,5,1
USR_07596,B (Treatment),0,39.42,4,2
USR_07597,B (Treatment),0,62.13,6,1
USR_07598,B (Treatment),0,32.3,7,4
USR_07599,B (Treatment),1,29.28,1,2
USR_07600,B (Treatment),1,152.96,9,6
USR_07601,B (Treatment),0,24.92,4,2
USR_07602,B (Treatment),0,26.08,6,1
USR_07603,B (Treatment),0,84.37,2,0
USR_07604,B (Treatment),1,72.16,5,2
USR_07605,B (Treatment),0,35.24,4,4
USR_07606,B (Treatment),0,75.87,7,2
USR_07607,B (Treatment),0,49.83,2,2
USR_07608,B (Treatment),0,32.54,3,0
USR_07609,B (Treatment),0,69.18,5,3
USR_07610,B (Treatment),0,46.69,4,3
USR_07611,B (Treatment),0,9.69,4,2
USR_07612,B (Treatment),0,69.23,6,4
USR_07613,B (Treatment),0,42.3,4,3
USR_07614,B (Treatment),0,108.78,1,0
USR_07615,B (Treatment),0,78.01,3,3
USR_07616,B (Treatment),0,52.37,4,1
USR_07617,B (Treatment),0,35.93,2,1
USR_07618,B (Treatment),0,45.85,6,3
USR_07619,B (Treatment),1,24.0,2,0
USR_07620,B (Treatment),0,52.37,4,2
USR_07621,B (Treatment),1,113.72,2,0
USR_07622,B (Treatment),0,136.13,4,1
USR_07623,B (Treatment),0,94.3,2,1
USR_07624,B (Treatment),0,50.45,3,1
USR_07625,B (Treatment),0,14.96,8,6
USR_07626,B (Treatment),0,44.03,4,1
USR_07627,B (Treatment),0,81.15,4,1
USR_07628,B (Treatment),0,75.67,5,6
USR_07629,B (Treatment),0,41.29,4,1
USR_07630,B (Treatment),0,39.1,3,0
USR_07631,B (Treatment),0,59.08,6,5
USR_07632,B (Treatment),0,47.71,3,3
USR_07633,B (Treatment),0,43.87,3,1
USR_07634,B (Treatment),1,42.47,7,5
USR_07635,B (Treatment),0,102.27,3,1
USR_07636,B (Treatment),0,21.66,2,0
USR_07637,B (Treatment),0,37.57,6,3
USR_07638,B (Treatment),0,39.03,4,3
USR_07639,B (Treatment),0,51.34,4,1
USR_07640,B (Treatment),0,46.73,4,2
USR_07641,B (Treatment),0,44.72,4,1
USR_07642,B (Treatment),0,22.7,5,4
USR_07643,B (Treatment),0,46.69,6,1
USR_07644,B (Treatment),0,68.11,2,0
USR_07645,B (Treatment),0,52.47,3,3
USR_07646,B (Treatment),0,21.36,9,7
USR_07647,B (Treatment),0,49.26,5,3
USR_07648,B (Treatment),0,47.26,5,1
USR_07649,B (Treatment),0,36.58,4,2
USR_07650,B (Treatment),0,52.84,5,5
USR_07651,B (Treatment),0,29.93,2,1
USR_07652,B (Treatment),1,69.95,3,0
USR_07653,B (Treatment),1,131.2,8,6
USR_07654,B (Treatment),0,73.68,5,4
USR_07655,B (Treatment),0,26.6,4,2
USR_07656,B (Treatment),0,67.62,5,4
USR_07657,B (Treatment),0,78.15,7,1
USR_07658,B (Treatment),0,58.49,3,1
USR_07659,B (Treatment),0,62.3,6,1
USR_07660,B (Treatment),0,43.93,4,3
USR_07661,B (Treatment),0,18.88,5,5
USR_07662,B (Treatment),0,41.97,4,4
USR_07663,B (Treatment),0,23.8,8,4
USR_07664,B (Treatment),0,39.59,2,1
USR_07665,B (Treatment),0,31.84,3,3
USR_07666,B (Treatment),0,22.64,8,5
USR_07667,B (Treatment),0,99.86,6,1
USR_07668,B (Treatment),0,46.11,8,2
USR_07669,B (Treatment),0,32.6,2,3
USR_07670,B (Treatment),0,13.2,7,3
USR_07671,B (Treatment),0,75.71,7,2
USR_07672,B (Treatment),1,53.58,2,1
USR_07673,B (Treatment),1,142.33,8,6
USR_07674,B (Treatment),1,28.25,4,1
USR_07675,B (Treatment),0,95.06,5,1
USR_07676,B (Treatment),1,41.96,3,3
USR_07677,B (Treatment),0,24.73,4,0
USR_07678,B (Treatment),0,35.2,4,4
USR_07679,B (Treatment),1,49.74,5,0
USR_07680,B (Treatment),0,32.63,2,0
USR_07681,B (Treatment),0,19.41,6,5
USR_07682,B (Treatment),0,24.1,6,2
USR_07683,B (Treatment),0,63.97,5,1
USR_07684,B (Treatment),1,21.89,3,3
USR_07685,B (Treatment),0,29.69,3,1
USR_07686,B (Treatment),0,22.5,5,2
USR_07687,B (Treatment),0,54.44,5,3
USR_07688,B (Treatment),0,184.09,3,2
USR_07689,B (Treatment),0,62.33,5,4
USR_07690,B (Treatment),0,27.31,6,1
USR_07691,B (Treatment),0,54.4,7,4
USR_07692,B (Treatment),1,28.51,3,2
USR_07693,B (Treatment),1,51.22,4,0
USR_07694,B (Treatment),0,107.04,5,3
USR_07695,B (Treatment),0,44.52,4,0
USR_07696,B (Treatment),0,56.82,5,2
USR_07697,B (Treatment),0,45.77,3,0
USR_07698,B (Treatment),0,79.76,3,1
USR_07699,B (Treatment),0,68.82,3,0
USR_07700,B (Treatment),0,36.27,3,2
USR_07701,B (Treatment),0,68.85,2,0
USR_07702,B (Treatment),0,51.5,7,4
USR_07703,B (Treatment),0,34.31,7,1
USR_07704,B (Treatment),0,34.7,6,2
USR_07705,B (Treatment),0,50.51,4,2
USR_07706,B (Treatment),0,56.3,3,0
USR_07707,B (Treatment),1,41.29,5,3
USR_07708,B (Treatment),0,57.16,1,2
USR_07709,B (Treatment),0,26.78,3,1
USR_07710,B (Treatment),0,21.19,5,0
USR_07711,B (Treatment),0,14.8,3,1
USR_07712,B (Treatment),0,63.33,1,1
USR_07713,B (Treatment),0,13.72,10,6
USR_07714,B (Treatment),0,56.79,3,2
USR_07715,B (Treatment),0,32.94,4,3
USR_07716,B (Treatment),0,37.06,8,6
USR_07717,B (Treatment),0,37.42,8,2
USR_07718,B (Treatment),0,165.07,4,2
USR_07719,B (Treatment),0,30.29,8,6
USR_07720,B (Treatment),0,23.6,3,2
USR_07721,B (Treatment),1,126.9,2,0
USR_07722,B (Treatment),0,16.07,5,4
USR_07723,B (Treatment),0,19.13,2,0
USR_07724,B (Treatment),0,76.58,4,1
USR_07725,B (Treatment),0,58.0,4,1
USR_07726,B (Treatment),1,34.6,5,4
USR_07727,B (Treatment),0,21.6,1,0
USR_07728,B (Treatment),0,8.72,6,7
USR_07729,B (Treatment),0,110.52,5,2
USR_07730,B (Treatment),1,68.96,2,1
USR_07731,B (Treatment),0,103.41,3,0
USR_07732,B (Treatment),0,85.27,4,2
USR_07733,B (Treatment),0,59.85,4,0
USR_07734,B (Treatment),1,29.71,3,3
USR_07735,B (Treatment),0,21.66,7,3
USR_07736,B (Treatment),1,90.31,2,1
USR_07737,B (Treatment),0,33.0,3,3
USR_07738,B (Treatment),0,22.58,6,1
USR_07739,B (Treatment),0,28.25,5,2
USR_07740,B (Treatment),0,93.67,5,1
USR_07741,B (Treatment),0,24.28,8,1
USR_07742,B (Treatment),0,34.73,4,2
USR_07743,B (Treatment),0,41.99,2,0
USR_07744,B (Treatment),0,52.32,2,1
USR_07745,B (Treatment),0,22.92,7,2
USR_07746,B (Treatment),0,41.08,6,1
USR_07747,B (Treatment),0,77.48,6,3
USR_07748,B (Treatment),0,142.47,7,3
USR_07749,B (Treatment),0,19.97,6,0
USR_07750,B (Treatment),0,22.42,5,2
USR_07751,B (Treatment),0,24.9,3,2
USR_07752,B (Treatment),0,66.2,7,4
USR_07753,B (Treatment),0,21.06,3,3
USR_07754,B (Treatment),0,40.14,5,4
USR_07755,B (Treatment),0,37.44,7,4
USR_07756,B (Treatment),0,149.9,5,2
USR_07757,B (Treatment),0,30.11,5,1
USR_07758,B (Treatment),1,28.88,5,1
USR_07759,B (Treatment),0,66.16,3,2
USR_07760,B (Treatment),0,54.3,3,3
USR_07761,B (Treatment),0,27.52,4,1
USR_07762,B (Treatment),1,97.61,3,0
USR_07763,B (Treatment),0,15.69,4,2
USR_07764,B (Treatment),0,42.87,4,0
USR_07765,B (Treatment),1,35.83,4,2
USR_07766,B (Treatment),1,40.47,4,0
USR_07767,B (Treatment),0,27.35,4,4
USR_07768,B (Treatment),0,41.07,3,3
USR_07769,B (Treatment),0,50.48,3,0
USR_07770,B (Treatment),0,5.77,6,1
USR_07771,B (Treatment),0,32.08,6,6
USR_07772,B (Treatment),0,25.05,5,4
USR_07773,B (Treatment),0,121.97,3,3
USR_07774,B (Treatment),0,58.61,4,1
USR_07775,B (Treatment),1,24.04,3,0
USR_07776,B (Treatment),0,30.92,5,3
USR_07777,B (Treatment),0,36.75,5,5
USR_07778,B (Treatment),0,30.45,5,1
USR_07779,B (Treatment),0,61.39,5,4
USR_07780,B (Treatment),0,109.67,4,1
USR_07781,B (Treatment),0,2.63,6,1
USR_07782,B (Treatment),0,35.25,8,3
USR_07783,B (Treatment),1,142.02,4,2
USR_07784,B (Treatment),0,36.21,5,0
USR_07785,B (Treatment),0,52.35,5,2
USR_07786,B (Treatment),0,7.28,4,2
USR_07787,B (Treatment),0,96.93,4,3
USR_07788,B (Treatment),0,19.71,3,0
USR_07789,B (Treatment),0,57.7,10,7
USR_07790,B (Treatment),0,22.53,5,1
USR_07791,B (Treatment),0,4.17,4,2
USR_07792,B (Treatment),0,54.37,5,2
USR_07793,B (Treatment),0,69.94,6,5
USR_07794,B (Treatment),0,42.02,4,0
USR_07795,B (Treatment),0,17.87,9,3
USR_07796,B (Treatment),0,158.85,7,1
USR_07797,B (Treatment),0,68.28,4,1
USR_07798,B (Treatment),1,49.13,2,0
USR_07799,B (Treatment),0,87.58,3,0
USR_07800,B (Treatment),0,30.44,4,2
USR_07801,B (Treatment),0,129.22,3,0
USR_07802,B (Treatment),1,69.06,6,1
USR_07803,B (Treatment),0,82.54,7,1
USR_07804,B (Treatment),0,34.77,4,4
USR_07805,B (Treatment),0,19.31,5,2
USR_07806,B (Treatment),0,49.6,5,1
USR_07807,B (Treatment),0,31.37,9,4
USR_07808,B (Treatment),0,138.34,3,0
USR_07809,B (Treatment),1,15.3,5,2
USR_07810,B (Treatment),0,102.03,6,1
USR_07811,B (Treatment),0,11.38,3,1
USR_07812,B (Treatment),0,22.46,3,3
USR_07813,B (Treatment),1,11.16,4,1
USR_07814,B (Treatment),0,30.49,4,2
USR_07815,B (Treatment),0,38.1,3,2
USR_07816,B (Treatment),0,27.78,5,5
USR_07817,B (Treatment),0,57.66,5,5
USR_07818,B (Treatment),0,38.3,5,1
USR_07819,B (Treatment),0,7.5,5,5
USR_07820,B (Treatment),0,21.54,2,0
USR_07821,B (Treatment),0,34.52,2,2
USR_07822,B (Treatment),0,85.29,2,0
USR_07823,B (Treatment),0,47.52,7,2
USR_07824,B (Treatment),0,31.6,4,0
USR_07825,B (Treatment),0,13.81,1,0
USR_07826,B (Treatment),0,48.9,4,3
USR_07827,B (Treatment),1,97.68,4,1
USR_07828,B (Treatment),0,35.58,2,0
USR_07829,B (Treatment),0,23.17,4,1
USR_07830,B (Treatment),0,63.3,4,1
USR_07831,B (Treatment),0,87.38,5,0
USR_07832,B (Treatment),0,38.98,6,2
USR_07833,B (Treatment),0,68.0,7,7
USR_07834,B (Treatment),0,32.76,2,1
USR_07835,B (Treatment),0,70.04,7,5
USR_07836,B (Treatment),0,100.69,2,1
USR_07837,B (Treatment),0,76.58,3,0
USR_07838,B (Treatment),0,61.67,5,3
USR_07839,B (Treatment),0,121.12,3,3
USR_07840,B (Treatment),0,36.81,4,2
USR_07841,B (Treatment),0,61.66,2,1
USR_07842,B (Treatment),0,37.66,7,4
USR_07843,B (Treatment),0,61.68,5,4
USR_07844,B (Treatment),1,68.41,4,2
USR_07845,B (Treatment),1,79.68,5,2
USR_07846,B (Treatment),0,45.3,3,0
USR_07847,B (Treatment),0,9.58,5,1
USR_07848,B (Treatment),0,38.19,5,3
USR_07849,B (Treatment),0,66.92,6,3
USR_07850,B (Treatment),0,54.13,6,2
USR_07851,B (Treatment),0,59.32,6,4
USR_07852,B (Treatment),0,71.11,9,3
USR_07853,B (Treatment),1,19.29,5,2
USR_07854,B (Treatment),0,73.4,7,1
USR_07855,B (Treatment),1,124.73,5,2
USR_07856,B (Treatment),0,34.51,4,1
USR_07857,B (Treatment),1,80.7,8,5
USR_07858,B (Treatment),0,47.14,3,2
USR_07859,B (Treatment),0,58.28,4,0
USR_07860,B (Treatment),1,75.95,6,1
USR_07861,B (Treatment),1,53.93,4,1
USR_07862,B (Treatment),0,33.08,4,2
USR_07863,B (Treatment),0,55.5,5,2
